RP,C,SP,FD,Avg_Team_G,Avg_Team_Career_Length,Avg_Team_Stay_Length,Player_Trade_Freq,target,Career_Length,Stay_Length,GS,Inn,playerid,G,Team,Season,Leave
0,0,1,0,105.6086956521739,3.3043478260869565,2.217391304347826,1.0,29,2,1,13,63.2,415,13,29,2005,0.0
0,0,1,0,107.625,3.7083333333333335,2.4583333333333335,0.5,30,3,2,27,136.1,415,27,29,2006,1.0
0,0,0,1,100.96,1.0,1.0,0.0,30,1,1,0,235.2,416,48,24,2002,1.0
0,1,0,0,100.96,1.0,1.0,0.0,17,1,1,0,731.2,420,90,24,2002,1.0
0,1,0,0,101.92592592592592,1.6296296296296295,1.3703703703703705,1.0,5,2,1,0,747.0,420,96,17,2003,1.0
0,1,0,0,108.17391304347827,2.260869565217391,1.565217391304348,1.0,15,3,1,0,584.0,420,75,5,2004,1.0
0,1,0,0,125.9090909090909,3.1363636363636362,2.0,1.0,6,4,1,0,523.1,420,68,15,2005,1.0
0,1,0,0,127.66666666666667,3.5416666666666665,2.0833333333333335,1.0,6,5,1,0,385.1,420,60,6,2006,0.0
0,1,0,0,107.64285714285714,4.142857142857143,2.142857142857143,0.8,30,6,2,0,370.1,420,59,6,2007,1.0
0,0,0,1,100.96,1.0,1.0,0.0,24,1,1,0,726.4000000000001,423,339,24,2002,0.0
0,0,0,1,81.70833333333333,1.7083333333333333,1.4583333333333333,0.0,30,2,2,0,156.0,423,37,24,2003,1.0
0,0,1,0,100.96,1.0,1.0,0.0,24,1,1,21,119.1,424,21,24,2002,0.0
0,0,1,0,81.70833333333333,1.7083333333333333,1.4583333333333333,0.0,24,2,2,23,137.0,424,23,24,2003,0.0
1,0,0,0,87.74074074074075,2.111111111111111,1.5185185185185186,0.0,29,3,3,0,63.1,424,66,24,2004,1.0
0,0,1,0,105.6086956521739,3.3043478260869565,2.217391304347826,0.3333333333333333,19,4,1,12,148.3,424,24,29,2005,1.0
1,0,0,0,123.65217391304348,3.260869565217391,2.217391304347826,0.5,1,5,1,0,76.2,424,60,19,2007,1.0
0,0,1,0,101.91666666666667,4.541666666666667,2.0833333333333335,0.6,30,6,1,15,85.2,424,15,1,2008,1.0
0,0,1,0,112.86363636363636,2.1363636363636362,1.9545454545454546,0.0,11,1,1,21,117.1,426,21,11,2004,0.0
0,0,1,0,102.9047619047619,2.9047619047619047,2.2857142857142856,0.0,25,2,2,31,181.2,426,31,11,2005,1.0
0,0,1,0,94.83333333333333,3.25,1.8333333333333333,0.5,30,3,1,20,114.2,426,20,25,2006,1.0
0,1,0,0,100.96,1.0,1.0,0.0,24,1,1,0,289.1,428,38,24,2002,0.0
0,1,0,0,81.70833333333333,1.7083333333333333,1.4583333333333333,0.0,30,2,2,0,374.1,428,46,24,2003,1.0
1,0,0,0,81.70833333333333,1.7083333333333333,1.4583333333333333,0.0,24,1,1,0,75.1,429,75,24,2003,0.0
1,0,0,0,90.26086956521739,2.347826086956522,1.826086956521739,0.0,24,2,2,0,74.1,429,78,24,2005,0.0
1,0,0,0,77.03571428571429,2.9642857142857144,2.0,0.0,24,3,3,0,65.1,429,66,24,2006,0.0
1,0,0,0,98.0,3.5652173913043477,2.4347826086956523,0.0,24,4,4,0,61.1,429,64,24,2007,0.0
1,0,0,0,105.4074074074074,3.4074074074074074,2.740740740740741,0.0,30,5,5,0,62.2,429,67,24,2008,1.0
0,0,1,0,100.96,1.0,1.0,0.0,4,1,1,30,178.2,430,30,24,2002,1.0
0,0,1,0,114.0952380952381,1.8571428571428572,1.6666666666666667,1.0,4,2,1,31,190.0,430,31,4,2003,0.0
0,0,1,0,96.12,2.32,1.68,0.5,4,3,2,29,172.1,430,29,4,2004,0.0
0,0,1,0,96.70833333333333,2.7083333333333335,2.0416666666666665,0.3333333333333333,30,4,3,12,69.1,430,12,4,2005,1.0
0,0,1,0,98.23076923076923,3.230769230769231,1.8461538461538463,0.5,1,5,1,13,78.0,430,13,4,2008,1.0
0,0,1,0,100.86363636363636,5.136363636363637,2.3181818181818183,0.6,30,6,1,21,112.0,430,21,1,2009,1.0
0,0,0,1,100.96,1.0,1.0,0.0,24,1,1,0,1342.0,432,156,24,2002,0.0
0,0,0,1,81.70833333333333,1.7083333333333333,1.4583333333333333,0.0,24,2,2,0,1369.0,432,160,24,2003,0.0
0,0,0,1,87.74074074074075,2.111111111111111,1.5185185185185186,0.0,24,3,3,0,1320.2,432,154,24,2004,0.0
0,0,0,1,90.26086956521739,2.347826086956522,1.826086956521739,0.0,24,4,4,0,1229.2,432,144,24,2005,0.0
0,0,0,1,77.03571428571429,2.9642857142857144,2.0,0.0,24,5,5,0,1272.1,432,145,24,2006,0.0
0,0,0,1,98.0,3.5652173913043477,2.4347826086956523,0.0,24,6,6,0,1337.0,432,154,24,2007,0.0
0,0,0,1,105.4074074074074,3.4074074074074074,2.740740740740741,0.0,24,7,7,0,715.1,432,83,24,2008,0.0
0,0,0,1,135.78947368421052,4.315789473684211,3.473684210526316,0.0,24,8,8,0,1275.0,432,151,24,2009,0.0
0,0,0,1,122.625,4.708333333333333,3.375,0.0,24,9,9,0,947.2,432,118,24,2010,0.0
0,0,0,1,111.07692307692308,4.538461538461538,3.1153846153846154,0.0,24,10,10,0,987.2,432,124,24,2011,0.0
0,0,0,1,111.29629629629629,3.814814814814815,2.3333333333333335,0.0,24,11,11,0,558.2,432,69,24,2012,0.0
0,0,0,1,106.08,4.68,2.92,0.0,30,12,12,0,910.1,432,124,24,2013,1.0
0,0,0,1,100.96,1.0,1.0,0.0,13,1,1,0,948.4000000000001,433,268,24,2002,1.0
0,0,0,1,118.25,1.85,1.55,1.0,7,2,1,0,491.1,433,93,13,2003,1.0
0,0,0,1,101.17391304347827,2.9565217391304346,1.7826086956521738,1.0,7,3,1,0,232.1,433,57,7,2004,0.0
0,0,0,1,110.42857142857143,3.380952380952381,1.9047619047619047,0.6666666666666666,11,4,2,0,566.1,433,107,7,2005,1.0
0,0,0,1,89.75,3.2083333333333335,2.0833333333333335,0.75,30,5,1,0,423.20000000000005,433,146,11,2006,1.0
0,0,1,0,100.96,1.0,1.0,0.0,24,1,1,32,185.1,434,32,24,2002,0.0
0,0,1,0,81.70833333333333,1.7083333333333333,1.4583333333333333,0.0,24,2,2,32,181.1,434,32,24,2003,0.0
0,0,1,0,87.74074074074075,2.111111111111111,1.5185185185185186,0.0,24,3,3,33,201.0,434,33,24,2004,0.0
0,0,1,0,90.26086956521739,2.347826086956522,1.826086956521739,0.0,24,4,4,20,122.0,434,20,24,2005,0.0
0,0,1,0,77.03571428571429,2.9642857142857144,2.0,0.0,1,5,5,32,212.0,434,32,24,2006,1.0
0,0,1,0,135.08333333333334,4.208333333333333,3.0416666666666665,0.2,20,6,1,18,98.0,434,18,1,2007,1.0
1,0,0,0,102.21739130434783,4.130434782608695,2.608695652173913,0.3333333333333333,30,7,1,0,61.0,434,44,20,2009,1.0
1,0,0,0,100.96,1.0,1.0,0.0,24,1,1,0,73.1,435,74,24,2002,0.0
1,0,0,0,81.70833333333333,1.7083333333333333,1.4583333333333333,0.0,30,2,2,0,62.0,435,56,24,2003,1.0
1,0,0,0,100.96,1.0,1.0,0.0,30,1,1,0,82.1,436,79,24,2002,1.0
1,0,0,0,126.94736842105263,3.1578947368421053,2.1578947368421053,1.0,26,2,1,0,73.0,436,68,13,2005,1.0
1,0,0,0,89.5909090909091,3.227272727272727,2.227272727272727,1.0,26,3,1,0,64.0,436,62,26,2006,0.0
1,0,0,0,94.79166666666667,4.25,2.875,0.6666666666666666,30,4,2,0,61.1,436,63,26,2007,1.0
0,0,0,1,100.96,1.0,1.0,0.0,30,1,1,0,168.0,438,122,24,2002,1.0
1,0,0,0,129.0909090909091,3.0,2.227272727272727,0.0,30,1,1,0,61.2,439,78,23,2005,1.0
0,0,1,0,100.96,1.0,1.0,0.0,30,1,1,28,154.2,441,28,24,2002,1.0
0,0,0,1,100.96,1.0,1.0,0.0,30,1,1,0,428.0,442,65,24,2002,1.0
0,0,0,1,100.96,1.0,1.0,0.0,13,1,1,0,1195.2,443,152,24,2002,1.0
0,0,0,1,118.25,1.85,1.55,1.0,13,2,1,0,1433.1,443,162,13,2003,0.0
0,0,0,1,120.54545454545455,2.5454545454545454,2.0454545454545454,0.5,13,3,2,0,1439.0,443,162,13,2004,0.0
0,0,0,1,126.94736842105263,3.1578947368421053,2.1578947368421053,0.3333333333333333,7,4,3,0,1383.0,443,162,13,2005,1.0
0,0,0,1,101.08333333333333,3.0416666666666665,1.7083333333333333,0.5,9,5,1,0,1426.0,443,162,7,2006,1.0
0,0,0,1,91.03571428571429,4.0,1.75,0.6,9,6,1,0,1416.2,443,162,9,2007,0.0
0,0,0,1,116.96,3.8,2.08,0.5,9,7,2,0,738.3000000000001,443,238,9,2008,0.0
0,0,0,1,111.52380952380952,5.380952380952381,2.238095238095238,0.42857142857142855,28,8,3,0,755.1,443,290,9,2009,1.0
0,0,0,1,102.21739130434783,5.695652173913044,2.5217391304347827,0.5,28,9,1,0,1330.1,443,160,28,2010,0.0
0,0,0,1,96.68,5.6,3.0,0.4444444444444444,18,10,2,0,1365.0,443,158,28,2011,1.0
0,0,0,1,100.38461538461539,6.615384615384615,3.4615384615384617,0.5,13,11,1,0,799.2,443,130,18,2012,1.0
0,0,0,1,83.86666666666666,3.8333333333333335,1.6333333333333333,0.5454545454545454,30,12,1,0,564.1,443,113,13,2013,1.0
0,0,1,0,95.06896551724138,2.0,1.4482758620689655,0.0,30,1,1,12,64.0,444,12,25,2004,1.0
0,0,1,0,108.17391304347827,2.260869565217391,1.565217391304348,0.0,5,1,1,28,150.0,446,28,5,2004,0.0
0,0,1,0,102.54545454545455,2.8636363636363638,1.9090909090909092,0.0,19,2,2,24,134.1,446,24,5,2005,1.0
0,0,1,0,124.70833333333333,2.9166666666666665,2.0833333333333335,0.5,30,3,1,19,102.1,446,19,19,2006,1.0
0,0,0,1,100.96,1.0,1.0,0.0,21,1,1,0,390.2,449,106,24,2002,1.0
0,0,0,1,101.36,1.68,1.4,1.0,30,2,1,0,79.1,449,59,21,2003,1.0
1,0,0,0,100.96,1.0,1.0,0.0,24,1,1,0,62.1,451,63,24,2002,0.0
1,0,0,0,81.70833333333333,1.7083333333333333,1.4583333333333333,0.0,3,2,2,0,73.1,451,72,24,2003,1.0
1,0,0,0,90.73076923076923,2.3076923076923075,1.7692307692307692,0.5,3,3,1,0,69.0,451,62,3,2004,0.0
1,0,0,0,103.26923076923077,2.923076923076923,2.0384615384615383,0.3333333333333333,30,4,2,0,66.2,451,65,3,2005,1.0
1,0,0,0,107.07142857142857,4.5,3.2857142857142856,0.5,30,5,1,0,68.0,451,62,0,2008,1.0
0,0,1,0,100.96,1.0,1.0,0.0,24,1,1,20,113.1,452,20,24,2002,0.0
0,0,1,0,81.70833333333333,1.7083333333333333,1.4583333333333333,0.0,30,2,2,13,71.0,452,13,24,2003,1.0
0,0,1,0,100.96,1.0,1.0,0.0,20,1,1,21,127.1,453,21,24,2002,1.0
0,0,1,0,96.125,1.5833333333333333,1.375,1.0,4,2,1,35,217.0,453,35,20,2003,1.0
0,0,1,0,96.12,2.32,1.68,1.0,4,3,1,33,198.1,453,33,4,2004,0.0
0,0,1,0,96.70833333333333,2.7083333333333335,2.0416666666666665,0.6666666666666666,4,4,2,17,98.2,453,17,4,2005,0.0
0,0,1,0,104.04347826086956,3.217391304347826,2.347826086956522,0.5,30,5,3,15,75.2,453,15,4,2006,1.0
0,0,0,1,100.96,1.0,1.0,0.0,24,1,1,0,1316.0,454,155,24,2002,0.0
0,0,0,1,81.70833333333333,1.7083333333333333,1.4583333333333333,0.0,28,2,2,0,687.1,454,174,24,2003,1.0
0,0,0,1,116.75,2.3333333333333335,2.0,0.5,28,3,1,0,1093.4,454,402,28,2004,0.0
0,0,0,1,105.57142857142857,3.238095238095238,2.0476190476190474,0.3333333333333333,28,4,2,0,1293.1,454,146,28,2005,0.0
0,0,0,1,117.8,3.75,2.4,0.25,28,5,3,0,1130.0,454,132,28,2006,0.0
0,0,0,1,101.77272727272727,4.2727272727272725,2.727272727272727,0.2,28,6,4,0,1305.1,454,150,28,2007,0.0
0,0,0,1,122.5909090909091,4.681818181818182,2.909090909090909,0.16666666666666666,10,7,5,0,822.2,454,220,28,2008,1.0
0,0,0,1,118.68,4.2,2.08,0.2857142857142857,10,8,1,0,940.5,454,366,10,2009,0.0
0,0,0,1,129.25,4.958333333333333,2.4583333333333335,0.25,9,9,2,0,1230.4,454,444,10,2010,1.0
0,0,0,1,107.0,6.130434782608695,2.391304347826087,0.3333333333333333,9,10,1,0,599.2,454,154,9,2011,0.0
0,0,0,1,117.04545454545455,6.681818181818182,2.272727272727273,0.3,9,11,2,0,357.0,454,66,9,2012,0.0
0,0,0,1,120.36,6.16,2.36,0.2727272727272727,9,12,3,0,900.1,454,132,9,2013,0.0
0,0,0,1,135.34782608695653,6.826086956521739,2.869565217391304,0.25,4,13,4,0,874.1,454,103,9,2014,1.0
0,0,0,1,82.5,4.846153846153846,1.4230769230769231,0.3076923076923077,11,14,1,0,733.1,454,119,4,2015,1.0
0,0,0,1,110.68,5.84,2.84,0.35714285714285715,30,15,1,0,551.2,454,73,11,2016,1.0
0,0,0,1,100.96,1.0,1.0,0.0,24,1,1,0,1037.0,455,136,24,2002,0.0
0,0,0,1,81.70833333333333,1.7083333333333333,1.4583333333333333,0.0,24,2,2,0,1102.2,455,143,24,2003,0.0
0,0,0,1,87.74074074074075,2.111111111111111,1.5185185185185186,0.0,6,3,3,0,603.3,455,82,24,2004,1.0
0,0,0,1,120.3913043478261,3.0869565217391304,1.8695652173913044,0.3333333333333333,30,4,1,0,648.2,455,100,6,2005,1.0
1,0,0,0,112.86363636363636,2.1363636363636362,1.9545454545454546,0.0,19,1,1,0,78.1,456,59,11,2004,1.0
1,0,0,0,110.07142857142857,2.6785714285714284,2.0357142857142856,1.0,30,2,1,0,75.0,456,71,19,2005,1.0
0,0,0,1,100.96,1.0,1.0,0.0,15,1,1,0,1173.1,457,144,24,2002,1.0
0,0,0,1,123.20833333333333,1.6666666666666667,1.5416666666666667,1.0,14,2,1,0,666.4,457,166,15,2003,1.0
0,0,0,1,112.14814814814815,2.185185185185185,1.6666666666666667,1.0,30,3,1,0,710.3,457,274,14,2004,1.0
1,0,0,0,75.08,1.0,1.0,0.0,30,1,1,0,74.2,458,65,26,2002,1.0
0,0,1,0,75.08,1.0,1.0,0.0,26,1,1,11,64.1,460,11,26,2002,0.0
0,0,1,0,114.15384615384616,1.6153846153846154,1.4615384615384615,0.0,30,2,2,17,99.2,460,17,26,2003,1.0
0,0,1,0,114.15384615384616,1.6153846153846154,1.4615384615384615,0.0,30,1,1,32,194.2,462,32,26,2003,1.0
0,0,0,1,75.08,1.0,1.0,0.0,23,1,1,0,67.1,463,35,26,2002,1.0
0,0,0,1,114.38461538461539,2.3461538461538463,1.9230769230769231,1.0,30,2,1,0,160.1,463,96,23,2004,1.0
0,0,0,1,75.08,1.0,1.0,0.0,21,1,1,0,731.1,464,85,26,2002,1.0
0,0,0,1,101.36,1.68,1.4,1.0,13,2,1,0,188.2,464,36,21,2003,1.0
0,0,0,1,120.54545454545455,2.5454545454545454,2.0454545454545454,1.0,13,3,1,0,361.2,464,294,13,2004,0.0
0,0,0,1,126.94736842105263,3.1578947368421053,2.1578947368421053,0.6666666666666666,8,4,2,0,605.3,464,306,13,2005,1.0
0,0,0,1,102.43478260869566,3.4782608695652173,1.826086956521739,0.75,14,5,1,0,325.4,464,180,8,2006,1.0
0,0,0,1,90.04,4.56,2.12,0.8,14,6,1,0,334.2,464,76,14,2007,0.0
0,0,0,1,88.83333333333333,4.75,2.2916666666666665,0.6666666666666666,30,7,2,0,539.1,464,113,14,2008,1.0
1,0,0,0,75.08,1.0,1.0,0.0,30,1,1,0,70.0,465,44,26,2002,1.0
0,0,0,1,75.08,1.0,1.0,0.0,4,1,1,0,1202.2,466,148,26,2002,1.0
0,0,0,1,114.0952380952381,1.8571428571428572,1.6666666666666667,1.0,21,2,1,0,915.2,466,126,4,2003,1.0
0,0,0,1,119.21739130434783,2.4347826086956523,1.6521739130434783,1.0,17,3,1,0,162.3,466,152,21,2004,1.0
0,1,0,0,131.0,3.24,2.2,1.0,15,4,1,0,388.29999999999995,466,186,17,2005,1.0
0,1,0,0,89.41666666666667,3.6666666666666665,1.8333333333333333,1.0,15,5,1,0,164.0,466,60,15,2006,0.0
0,0,0,1,113.38461538461539,3.6153846153846154,1.7307692307692308,0.8,30,6,2,0,450.1,466,236,15,2007,1.0
0,0,0,1,75.08,1.0,1.0,0.0,26,1,1,0,897.0,468,244,26,2002,0.0
0,0,0,1,114.15384615384616,1.6153846153846154,1.4615384615384615,0.0,0,2,2,0,811.0,468,456,26,2003,1.0
0,0,0,1,105.28,2.56,2.12,0.5,30,3,1,0,213.1,468,46,0,2004,1.0
0,0,0,1,75.08,1.0,1.0,0.0,26,1,1,0,1002.1,469,119,26,2002,0.0
0,0,0,1,114.15384615384616,1.6153846153846154,1.4615384615384615,0.0,26,2,2,0,996.2,469,130,26,2003,0.0
0,0,0,1,113.83333333333333,2.4583333333333335,1.75,0.0,30,3,3,0,979.1,469,131,26,2004,1.0
0,1,0,0,75.08,1.0,1.0,0.0,26,1,1,0,820.1,470,95,26,2002,0.0
0,1,0,0,114.15384615384616,1.6153846153846154,1.4615384615384615,0.0,26,2,2,0,867.1,470,104,26,2003,0.0
0,1,0,0,113.83333333333333,2.4583333333333335,1.75,0.0,26,3,3,0,972.4000000000001,470,393,26,2004,0.0
0,0,0,1,107.95454545454545,3.1363636363636362,2.272727272727273,0.0,26,4,4,0,1399.2,470,160,26,2005,0.0
0,0,0,1,89.5909090909091,3.227272727272727,2.227272727272727,0.0,26,5,5,0,1392.0,470,159,26,2006,0.0
0,0,0,1,94.79166666666667,4.25,2.875,0.0,26,6,6,0,1309.2,470,151,26,2007,0.0
0,0,0,1,121.5909090909091,4.590909090909091,3.0,0.0,26,7,7,0,911.3,470,339,26,2008,0.0
0,0,0,1,99.08333333333333,4.208333333333333,2.7916666666666665,0.0,26,8,8,0,1387.0,470,161,26,2009,0.0
0,0,0,1,108.03703703703704,4.037037037037037,2.7037037037037037,0.0,26,9,9,0,1226.2,470,144,26,2010,0.0
0,0,0,1,118.83333333333333,5.5,3.1666666666666665,0.0,2,10,10,0,730.2,470,102,26,2011,1.0
0,0,0,1,97.55172413793103,3.4827586206896552,1.5862068965517242,0.1,19,11,1,0,670.0,470,74,2,2012,1.0
0,0,0,1,99.8076923076923,4.423076923076923,2.1538461538461537,0.18181818181818182,30,12,1,0,159.1,470,100,19,2013,1.0
0,0,0,1,75.08,1.0,1.0,0.0,22,1,1,0,471.2,471,81,26,2002,1.0
0,0,0,1,150.0,1.9473684210526316,1.631578947368421,1.0,17,2,1,0,330.1,471,327,22,2003,1.0
0,0,0,1,131.0,3.24,2.2,1.0,15,3,1,0,630.3,471,472,17,2005,1.0
0,0,0,1,89.41666666666667,3.6666666666666665,1.8333333333333333,1.0,30,4,1,0,141.2,471,67,15,2006,1.0
0,0,1,0,109.8695652173913,1.608695652173913,1.5217391304347827,0.0,9,1,1,14,73.1,475,14,25,2003,1.0
0,0,1,0,128.36363636363637,2.5454545454545454,2.090909090909091,1.0,25,2,1,24,151.1,475,24,9,2004,1.0
0,0,1,0,85.63333333333334,2.2,1.7,1.0,30,3,1,32,168.2,475,32,25,2005,1.0
0,0,0,1,97.08,1.0,1.0,0.0,15,1,1,0,673.4000000000001,476,279,15,2002,0.0
0,0,0,1,123.20833333333333,1.6666666666666667,1.5416666666666667,0.0,7,2,2,0,502.2,476,333,15,2003,1.0
0,0,0,1,101.17391304347827,2.9565217391304346,1.7826086956521738,0.5,7,3,1,0,242.2,476,294,7,2004,0.0
0,0,0,1,110.42857142857143,3.380952380952381,1.9047619047619047,0.3333333333333333,30,4,2,0,210.3,476,224,7,2005,1.0
0,0,0,1,75.08,1.0,1.0,0.0,30,1,1,0,660.2,477,97,26,2002,1.0
0,0,1,0,126.94736842105263,3.1578947368421053,2.1578947368421053,0.0,13,1,1,25,138.0,480,25,13,2005,0.0
0,0,1,0,112.08695652173913,2.0869565217391304,1.434782608695652,0.0,1,2,2,21,103.2,480,21,13,2006,1.0
0,0,1,0,101.91666666666667,4.541666666666667,2.0833333333333335,0.5,1,3,1,26,142.1,480,26,1,2008,0.0
0,0,1,0,100.86363636363636,5.136363636363637,2.3181818181818183,0.3333333333333333,30,4,2,29,154.2,480,29,1,2009,1.0
0,0,0,1,114.15384615384616,1.6153846153846154,1.4615384615384615,0.0,26,1,1,0,781.0,481,99,26,2003,0.0
0,0,0,1,113.83333333333333,2.4583333333333335,1.75,0.0,1,2,2,0,740.2,481,109,26,2004,1.0
0,1,0,0,109.86363636363636,3.3181818181818183,3.0,0.5,1,3,1,0,275.1,481,53,1,2006,0.0
0,1,0,0,135.08333333333334,4.208333333333333,3.0416666666666665,0.3333333333333333,30,4,2,0,309.1,481,50,1,2007,1.0
0,0,0,1,75.08,1.0,1.0,0.0,30,1,1,0,486.20000000000005,484,144,26,2002,1.0
0,0,1,0,75.08,1.0,1.0,0.0,13,1,1,30,203.0,491,30,26,2002,1.0
0,0,1,0,118.25,1.85,1.55,1.0,2,2,1,29,190.2,491,29,13,2003,1.0
0,0,1,0,108.0,2.4285714285714284,1.8095238095238095,1.0,19,3,1,32,191.0,491,32,2,2004,1.0
0,0,1,0,110.07142857142857,2.6785714285714284,2.0357142857142856,1.0,25,4,1,30,178.1,491,30,19,2005,1.0
0,0,1,0,94.83333333333333,3.25,1.8333333333333333,1.0,30,5,1,29,167.0,491,29,25,2006,1.0
0,0,0,1,103.66666666666667,1.7037037037037037,1.6666666666666667,0.0,30,1,1,0,73.0,492,24,0,2003,1.0
0,1,0,0,75.08,1.0,1.0,0.0,30,1,1,0,303.0,493,39,26,2002,1.0
0,1,0,0,118.8695652173913,3.5217391304347827,2.1739130434782608,1.0,5,2,1,0,352.2,493,46,5,2006,0.0
0,1,0,0,108.84210526315789,5.0,2.473684210526316,0.5,5,3,2,0,127.1,493,21,5,2008,0.0
0,1,0,0,103.72727272727273,4.7727272727272725,2.6818181818181817,0.3333333333333333,30,4,3,0,271.0,493,41,5,2009,1.0
1,0,0,0,89.5909090909091,3.227272727272727,2.227272727272727,0.0,30,1,1,0,71.2,494,63,26,2006,1.0
1,0,0,0,99.08333333333333,4.208333333333333,2.7916666666666665,1.0,0,2,1,0,75.2,494,73,26,2009,1.0
1,0,0,0,134.66666666666666,5.190476190476191,3.2857142857142856,1.0,21,3,1,0,68.0,494,72,0,2010,1.0
1,0,0,0,133.36,4.32,2.48,1.0,21,4,1,0,74.2,494,76,21,2012,0.0
1,0,0,0,129.04166666666666,4.75,2.5,0.75,12,5,2,0,66.2,494,68,21,2013,1.0
1,0,0,0,90.07407407407408,4.444444444444445,2.1481481481481484,0.8,30,6,1,0,66.1,494,69,12,2014,1.0
0,0,0,1,85.8076923076923,3.5384615384615383,2.1153846153846154,0.0,17,1,1,0,83.1,495,34,16,2008,1.0
0,0,0,1,106.26666666666667,3.4,2.1,1.0,17,2,1,0,102.2,495,55,17,2009,0.0
0,0,0,1,113.12,4.28,2.0,0.5,30,3,2,0,101.0,495,85,17,2010,1.0
0,0,0,1,75.08,1.0,1.0,0.0,7,1,1,0,490.2,497,130,26,2002,1.0
0,0,0,1,106.625,1.9166666666666667,1.4166666666666667,1.0,19,2,1,0,811.3,497,124,7,2003,1.0
0,0,0,1,124.8695652173913,2.3043478260869565,1.7826086956521738,1.0,30,3,1,0,335.1,497,61,19,2004,1.0
0,0,1,0,75.08,1.0,1.0,0.0,26,1,1,30,180.2,499,30,26,2002,0.0
1,0,0,0,114.15384615384616,1.6153846153846154,1.4615384615384615,0.0,8,2,2,0,89.2,499,42,26,2003,1.0
0,0,1,0,131.76923076923077,2.1538461538461537,1.6923076923076923,0.5,30,3,1,18,102.0,499,18,8,2004,1.0
0,1,0,0,75.08,1.0,1.0,0.0,26,1,1,0,219.1,501,27,26,2002,0.0
0,1,0,0,114.15384615384616,1.6153846153846154,1.4615384615384615,0.0,30,2,2,0,338.2,501,59,26,2003,1.0
1,0,0,0,114.15384615384616,1.6153846153846154,1.4615384615384615,0.0,26,1,1,0,65.0,502,78,26,2003,0.0
1,0,0,0,113.83333333333333,2.4583333333333335,1.75,0.0,30,2,2,0,64.2,502,70,26,2004,1.0
1,0,0,0,108.18181818181819,4.363636363636363,2.3636363636363638,0.5,30,3,1,0,61.1,502,81,16,2007,1.0
0,0,1,0,75.08,1.0,1.0,0.0,29,1,1,17,121.2,503,17,26,2002,1.0
0,0,1,0,103.63636363636364,1.8636363636363635,1.6363636363636365,1.0,9,2,1,24,147.2,503,24,29,2003,1.0
0,0,1,0,128.36363636363637,2.5454545454545454,2.090909090909091,1.0,9,3,1,34,220.0,503,34,9,2004,0.0
0,0,1,0,135.69230769230768,2.6923076923076925,1.4615384615384615,0.6666666666666666,0,4,2,34,224.0,503,34,9,2005,1.0
0,0,1,0,102.17857142857143,3.1785714285714284,2.607142857142857,0.75,12,5,1,16,171.3,503,31,0,2006,1.0
0,0,1,0,109.81818181818181,4.181818181818182,2.3181818181818183,0.8,30,6,1,27,146.2,503,27,12,2007,1.0
0,0,0,1,75.08,1.0,1.0,0.0,26,1,1,0,123.1,505,54,26,2002,0.0
0,0,0,1,114.15384615384616,1.6153846153846154,1.4615384615384615,0.0,26,2,2,0,641.0,505,310,26,2003,0.0
0,0,0,1,113.83333333333333,2.4583333333333335,1.75,0.0,26,3,3,0,211.1,505,104,26,2004,0.0
0,0,0,1,107.95454545454545,3.1363636363636362,2.272727272727273,0.0,15,4,4,0,399.1,505,252,26,2005,1.0
0,0,0,1,113.38461538461539,3.6153846153846154,1.7307692307692308,0.25,15,5,1,0,884.2,505,136,15,2007,0.0
0,0,0,1,90.58620689655173,3.8620689655172415,1.7241379310344827,0.2,30,6,2,0,290.0,505,50,15,2008,1.0
0,0,1,0,111.4,1.0,1.0,0.0,13,1,1,21,104.2,510,21,13,2002,0.0
0,0,1,0,118.25,1.85,1.55,0.0,13,2,2,23,141.0,510,23,13,2003,0.0
0,0,1,0,120.54545454545455,2.5454545454545454,2.0454545454545454,0.0,13,3,3,26,156.2,510,26,13,2004,0.0
0,0,1,0,126.94736842105263,3.1578947368421053,2.1578947368421053,0.0,22,4,4,29,178.2,510,29,13,2005,1.0
0,0,1,0,119.78260869565217,4.304347826086956,2.4782608695652173,0.25,22,5,1,33,204.2,510,33,22,2006,0.0
0,0,1,0,102.4,4.75,2.65,0.2,22,6,2,30,200.2,510,30,22,2007,0.0
0,0,1,0,109.42857142857143,4.238095238095238,2.619047619047619,0.16666666666666666,22,7,3,27,174.1,510,27,22,2008,0.0
0,0,1,0,83.27272727272727,4.7272727272727275,2.8636363636363638,0.14285714285714285,22,8,4,32,212.1,510,32,22,2009,0.0
0,0,1,0,99.75,5.708333333333333,3.25,0.125,22,9,5,21,127.2,510,21,22,2010,0.0
0,0,1,0,101.18181818181819,6.181818181818182,3.909090909090909,0.1111111111111111,22,10,6,30,193.0,510,30,22,2011,0.0
0,0,1,0,92.22222222222223,5.444444444444445,2.3333333333333335,0.1,9,11,7,21,127.1,510,21,22,2012,1.0
0,0,1,0,135.34782608695653,6.826086956521739,2.869565217391304,0.18181818181818182,30,12,1,20,115.2,510,20,9,2014,1.0
0,0,1,0,111.4,1.0,1.0,0.0,13,1,1,29,201.2,512,29,13,2002,0.0
0,0,1,0,120.54545454545455,2.5454545454545454,2.0454545454545454,0.0,13,2,2,19,118.0,512,19,13,2004,0.0
0,0,1,0,126.94736842105263,3.1578947368421053,2.1578947368421053,0.0,3,3,3,32,209.0,512,32,13,2005,1.0
